,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y
8402,300000,43610,43280,36156,30305,30155,561,1655,1797,750,0,561,500,0
8403,80000,165578,153033,133017,19164,3272,11766,4351,3520,1000,3272,11766,1740,1
8404,150000,132214,135140,135263,137540,144786,146379,4414,4700,4306,10006,4822,4112,0
8405,360000,0,0,0,0,0,0,0,0,0,0,0,0,1
8406,130000,18776,21458,22760,23215,23706,21951,3000,2000,778,811,2000,2865,0
8407,340000,167474,155293,134467,129891,113919,106675,7106,4435,4091,3548,4535,4127,0
8408,30000,220,2500,0,0,0,0,2500,0,0,0,0,0,0
8409,150000,103226,64671,64293,58024,59230,54638,2627,4123,0,1304,1338,376,0
8410,30000,16944,16374,17724,18473,19763,19306,0,1620,1350,1600,0,1630,1
8411,50000,96234,44882,1270,880,390,390,1052,1270,0,0,390,0,0
8412,180000,29197,30719,31500,31939,0,0,2000,1400,639,0,0,0,0
8413,200000,4670,4670,4670,4670,4670,4670,4670,4670,4670,4670,4670,4670,1
8414,360000,1605,1448,0,0,0,0,14,0,0,0,0,0,0
8415,300000,0,0,0,0,0,0,0,0,0,0,0,0,1
8416,20000,10935,11456,13169,13656,14430,14200,1000,1900,1000,1000,0,8119,1
8417,180000,750,0,0,0,0,0,0,0,0,0,0,0,0
8418,50000,47904,48240,48602,46289,44837,44535,2000,2001,499,2000,2000,1500,1
8419,80000,40846,3099,1950,1170,780,780,1149,1000,0,0,0,2440,1
8420,190000,180201,181443,155045,95145,86025,87836,7000,7000,3100,92101,3200,4300,1
8421,250000,18376,20070,21428,22757,24382,28768,2000,2000,2000,2000,5000,4000,0
8422,40000,37005,38084,41156,39986,40465,36745,2000,4000,0,1000,0,0,1
8423,150000,800,2400,0,0,1000,0,2400,0,0,1000,0,0,0
8424,50000,46677,48101,49060,47086,9306,8962,2500,2400,4,503,1109,703,1
8425,40000,33811,34654,35597,36211,35334,36170,1700,1800,1500,0,1500,1500,1
8426,30000,24022,25038,25429,25714,26353,26868,1700,1100,1000,1200,1100,1200,1
8427,80000,42731,23086,23661,24678,25766,26351,1365,1500,1412,1500,1000,1100,1
8428,20000,20137,20179,18067,18666,19115,19547,1300,1301,900,900,900,1600,0
8429,420000,1794,7748,2950,17827,23711,63784,7786,2965,18048,23831,64101,30731,0
8430,300000,688,3280,0,4340,2672,800,3288,0,4340,2672,800,746,0
8431,140000,70568,58294,59571,60793,62797,64298,2100,2200,2200,3000,2500,2800,1
8432,80000,81228,76590,73327,69760,50642,48690,3400,2800,3038,2000,2000,2000,1
8433,20000,2095,7733,0,0,4076,1911,7733,0,0,4076,1911,0,1
8434,630000,12137,6500,6500,6500,6500,2870,1000,6500,6500,6500,2870,0,0
8435,440000,180641,181557,149944,113135,105280,97622,8610,6907,3727,3800,4001,2701,0
8436,140000,140286,143649,435,556,92556,94567,6500,436,621,94500,3500,3500,1
8437,190000,181814,172493,166982,155621,142439,133742,7035,6000,6000,10000,5000,5000,0
8438,30000,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
8439,50000,16648,16200,15622,14277,12930,11657,1588,1483,611,458,403,351,0
8440,360000,6904,-507,751,15369,7845,6786,0,1502,15369,200,0,0,1
8441,100000,0,851,1585,-1,-1,2994,851,1589,0,0,2995,0,1
8442,170000,165027,168990,172307,35234,32869,33862,7200,7500,1200,1200,1500,1300,0
8443,80000,604,0,0,0,0,0,0,0,0,0,0,0,0
8444,360000,-200,2716,200,0,12140,42424,2916,0,0,12140,42424,19825,0
8445,80000,129966,123747,106582,94318,113474,57324,9685,0,3659,13500,2078,2152,1
8446,390000,0,0,1630,1871,2400,3480,0,1630,1871,2400,3480,1600,0
8447,500000,93669,101892,76452,20965,50466,61566,10147,5331,10000,30000,12000,10000,0
8448,50000,25867,29133,28371,31208,30149,29375,4000,0,3600,0,0,0,1
8449,100000,1544,1049,2067,1944,389,1221,1100,1200,1000,500,1000,1000,1
8450,90000,38921,45577,46496,40244,39903,8629,12000,5000,3000,10000,1000,1838,0
8451,50000,49609,61162,31485,15281,18031,18233,2100,2000,4000,3000,1500,1000,0
8452,20000,19965,390,390,780,780,10400,390,390,780,0,10400,0,0
8453,150000,-19,3894,5570,10516,-3,-3,3913,5606,10568,0,0,2379,0
8454,150000,1758,468,2988,2232,4535,0,468,2988,2232,4535,0,1593,0
8455,20000,15781,20124,19423,20140,19991,20079,5000,2000,1500,1000,600,1000,1
8456,30000,20801,23534,22875,24155,23739,22124,3400,0,2000,1500,900,1038,1
8457,130000,119312,116259,103438,49319,91191,82168,20021,40354,20000,43608,103,10000,0
8458,90000,65924,58210,60050,61448,73852,72551,3000,2771,3000,13500,0,3000,1
8459,50000,6291,6045,7487,7218,7800,7526,0,1550,0,700,0,800,1
8460,70000,37017,39980,39063,41592,39101,40310,3900,0,3500,0,2000,1813,1
8461,50000,21062,6495,2207,0,0,0,2000,1000,0,0,0,0,0
8462,160000,99,2977,15086,8578,13028,21712,2977,15086,9123,13028,29712,50000,0
8463,290000,0,0,0,0,1855,3940,0,0,0,1855,3940,2490,1
8464,30000,31404,32302,27951,28475,29085,26810,1500,1476,1000,31000,1000,995,1
8465,360000,725,1172,1619,1266,1212,1324,1002,1002,202,501,502,501,1
8466,200000,267,6794,10430,3576,2522,934,6817,10671,3576,2522,934,7764,0
8467,420000,175795,160687,139704,100178,62967,49259,5300,4976,4899,3074,2023,3000,0
8468,30000,17261,20543,18180,7200,18183,8975,5000,8180,2200,18183,8975,3000,0
8469,100000,73904,73249,12327,10793,5309,900,2781,2101,216,0,900,500,0
8470,310000,-42,7281,0,0,0,0,7323,0,0,0,0,0,0
8471,250000,173,173,1573,1400,0,0,0,1400,0,0,0,0,1
8472,20000,18852,16648,19395,20271,20445,17532,1500,4000,2000,2000,2900,2735,0
8473,50000,49017,50690,47487,48319,48449,49656,2500,2000,2000,1746,2000,1800,0
8474,50000,300,300,300,300,300,300,0,0,0,0,0,0,1
8475,50000,45159,49125,47956,43578,35126,34420,4700,0,2004,3500,0,1000,0
8476,160000,157303,161498,153226,78511,9808,8358,8055,5045,2280,305,2000,2000,1
8477,90000,24401,22771,19461,16181,14669,14422,1454,1384,407,673,0,102,0
8478,100000,32685,36546,37152,36258,38512,37741,4400,1500,0,3000,0,4000,1
8479,200000,204441,198879,202466,168015,169799,171981,0,8555,10000,6500,7103,6000,0
8480,50000,48725,51175,50115,33814,34423,31988,4987,1661,2000,3000,0,3213,0
8481,80000,57730,64934,63325,67711,71984,73672,8198,0,5487,5429,3000,2621,1
8482,310000,102064,104072,105063,107113,109263,120347,5030,4000,3633,3671,12600,0,1
8483,30000,2416,2226,2230,561,2230,565,2230,2238,561,2238,565,564,1
8484,150000,52952,95134,31578,26089,16624,5107,60086,2000,2000,5000,6000,9000,0
8485,50000,29273,29504,32007,34474,37905,38131,1000,3000,3000,4000,1000,10000,0
8486,130000,36108,34256,36357,37878,39489,41833,3000,3000,2500,3000,3000,2000,0
8487,150000,2889,3469,1791,570,0,0,3469,1791,570,0,0,399,1
8488,360000,93029,94054,91834,95631,100123,100738,10000,7000,10000,10000,10000,10000,0
8489,210000,4576,1837,141555,140550,153587,153278,1837,141555,4272,20150,6000,9749,0
8490,130000,390,7412,390,4134,540,390,7412,390,4134,540,390,2596,0
8491,220000,210475,216513,196219,200117,204312,208373,9639,7123,7162,7419,7462,8621,0
8492,80000,42053,40185,42887,31745,32211,25836,0,3500,0,4500,0,1500,0
8493,420000,226007,226465,205276,206521,209775,194883,10000,9600,6700,7000,7042,7112,1
8494,30000,1780,0,0,0,0,0,24437,0,0,0,0,0,1
8495,440000,128808,133340,133075,109705,111202,116169,10000,5000,5000,7126,10000,10000,0
8496,50000,5916,6172,4123,680,978,978,1212,1200,0,978,0,0,0
8497,50000,390,390,390,390,780,390,390,390,390,780,0,390,1
8498,300000,0,0,0,0,0,0,0,0,0,0,0,0,1
8499,390000,245997,243904,244361,243287,247613,246330,10800,9110,10000,9200,9000,15000,1
8500,30000,3158,5547,3312,3145,3022,3247,5572,3321,3154,3031,3339,2921,0
8501,30000,29965,28048,29775,27736,26956,28142,2000,3000,3000,2000,2000,2000,0
8502,100000,99415,101507,99511,99813,95816,96884,4600,3478,3461,3461,3684,3510,0
8503,20000,15612,16927,17794,18550,18850,0,1577,1444,1200,500,0,0,1
8504,140000,121374,125965,102527,103337,105942,101830,8200,3000,4000,4500,4000,4200,0
8505,220000,175808,179399,183039,185541,187984,191837,8000,8000,7000,7000,7000,0,1
8506,230000,5070,4317,1421,10452,5978,62292,4317,1421,10452,700,57229,2500,0
8507,50000,28390,29639,30854,30062,32705,33519,2000,2000,0,3300,1500,0,0
8508,260000,1086,2853,38836,45087,47201,46199,3552,38836,20000,15000,15000,10000,0
8509,300000,1874,-200,-200,-200,-200,-200,0,0,0,0,0,0,0
8510,50000,0,0,0,0,0,0,0,0,0,0,0,0,1
8511,200000,19318,19067,17858,326,326,326,19067,5000,0,326,326,326,0
8512,100000,94471,92058,97624,94316,2065,0,0,8806,0,2065,0,0,1
8513,10000,9900,0,0,0,0,0,0,0,0,0,0,0,1
8514,190000,194724,190781,191861,155967,153193,156494,8900,6200,5500,5600,5800,5600,1
8515,340000,0,0,0,0,0,0,0,0,0,0,0,0,0
8516,180000,142024,144790,146552,142714,152219,149618,6500,5600,0,12000,0,11800,1
8517,50000,19178,20088,19499,21578,20940,22605,1500,0,2385,0,2000,0,1
8518,20000,17429,16849,17187,8585,8760,12000,0,1202,1000,175,3240,0,1
8519,80000,5280,5000,5000,0,0,5000,5000,5000,0,5000,5000,470,0
8520,310000,87717,93707,83632,81133,75499,73540,9156,2782,4013,2688,2651,2652,0
8521,300000,0,0,0,0,0,0,0,0,0,0,0,0,1
8522,370000,6093,15130,8204,15398,4792,13453,15383,8204,15413,4792,13453,4699,0
8523,30000,28484,29242,30037,29682,0,0,1905,1700,1108,0,0,0,0
8524,450000,757,1422,2469,1562,20030,9248,1422,2000,0,20030,1000,1000,0
8525,490000,-13,2639,1610,1231,1419,14143,2652,1618,1237,1426,14214,11493,0
8526,30000,11222,11738,13255,14380,14081,10796,1000,2000,1670,551,0,500,1
8527,260000,181679,187642,190152,186696,188632,190948,8900,7200,6800,7100,7200,6500,0
8528,60000,480,1675,3630,578,4825,6200,1675,2500,578,4825,2000,2435,0
8529,280000,146130,120750,105492,104061,105202,107143,5042,4000,4000,4000,4368,4000,0
8530,20000,17483,18552,19442,14678,16791,10361,1363,1256,1178,311,2264,0,1
8531,30000,20518,19901,20905,21509,25183,24242,0,1342,946,4200,0,1000,0
8532,20000,18466,15946,16327,17970,18819,16642,1500,1500,2000,1000,1000,1000,1
8533,50000,14949,14424,15888,15335,16485,16070,0,2000,0,1400,0,1600,1
8534,150000,89336,90337,84905,86814,73827,60284,4027,4004,5016,5004,3000,5005,1
8535,120000,118847,113190,114113,111593,112533,111672,5000,6000,5000,5000,5000,5000,0
8536,70000,39449,39742,40618,28782,30281,29175,2100,2000,1200,2590,0,1000,0
8537,10000,8210,7936,8792,9117,9305,9504,0,1146,471,483,502,460,0
8538,90000,69186,72450,73798,74682,79586,78261,5000,3158,2600,6000,0,19000,0
8539,50000,50401,46275,0,0,0,0,5000,0,0,0,0,0,0
8540,300000,331,331,331,331,-1,199,332,332,332,0,200,0,0
8541,120000,325,325,325,325,325,1866,325,325,325,325,1866,325,0
8542,40000,42055,41146,40114,38797,38244,38478,0,0,0,0,871,116,1
8543,20000,14835,16605,19160,14506,12839,8495,3000,3000,5000,5000,3000,511,1
8544,180000,197231,194309,189981,185559,181137,184009,0,0,0,0,6000,0,1
8545,50000,48860,47801,48363,30221,22877,22361,0,1500,1000,2000,0,2000,0
8546,130000,5837,21038,722,4399,0,0,21038,729,4399,0,0,5239,0
8547,220000,126532,90013,91191,86139,83743,78555,4500,4006,3000,3000,3000,6000,0
8548,220000,2978,125,15064,101,1011,1411,125,15064,101,1011,1906,486,0
8549,210000,9377,9534,9850,9905,8540,8785,9540,9856,9905,8540,8785,3080,0
8550,200000,161514,163340,168701,172074,173907,184067,6000,8000,8000,6500,13500,0,1
8551,90000,87669,86653,57819,30895,14543,9329,3499,3000,3000,10000,2000,10000,0
8552,20000,16659,17688,18788,19177,21109,20474,1600,1700,1000,2400,0,0,0
8553,60000,60199,60742,60841,58902,19352,19523,2800,2600,2107,1000,1000,705,1
8554,330000,-208,208,125755,128671,132598,136229,416,125755,5000,6000,6000,10000,0
8555,80000,3796,7913,7012,11009,16418,27694,7913,1000,9000,6000,12000,5000,0
8556,300000,321155,317259,313600,309670,305660,301693,11369,11380,11216,11069,11090,10028,1
8557,50000,390,390,390,390,390,390,390,390,390,390,390,390,1
8558,50000,34549,18552,19334,18165,19322,19575,2836,1200,13000,1500,9000,1000,0
8559,50000,44654,45650,46320,45290,48322,49094,2000,1700,0,3760,1700,0,0
8560,210000,162518,138078,134428,129871,131091,118405,8006,7009,5000,5000,17137,3863,0
8561,80000,89061,31367,34848,69990,36711,38103,4000,4000,2000,4000,2000,2000,0
8562,370000,0,0,0,361,211,3659,0,0,422,0,3448,0,0
8563,150000,109835,110255,110247,110955,105145,105377,5500,5300,3853,4000,4000,3952,0
8564,20000,17196,20609,20654,19118,18104,19846,4007,700,0,1000,2000,800,1
8565,140000,134183,136457,97395,99249,77188,71675,8144,6812,5036,3000,15000,10000,0
8566,150000,112391,98583,95810,87216,88201,87483,5000,4000,4000,3290,3200,3215,0
8567,300000,141486,79474,80813,111116,13534,10379,6000,5000,30303,2011,856,1010,0
8568,10000,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
8569,120000,889,1742,1077,902,1077,1271,1742,1077,902,1077,1271,1595,0
8570,300000,8924,3131,117497,110680,104016,109839,3131,121715,4000,5000,9000,5000,0
8571,360000,759,5695,1390,8531,8531,-33,5702,1395,8531,0,0,0,0
8572,40000,7904,7628,10270,9961,10495,12161,0,2775,0,1000,2000,1800,1
8573,180000,0,0,0,0,0,2150,0,0,0,0,2150,0,1
8574,20000,10294,3203,199,2780,0,0,4000,0,2780,0,0,0,1
8575,80000,0,0,0,0,0,0,0,0,0,0,0,0,0
8576,270000,22821,24949,26526,27778,29322,30677,2500,2000,2000,2000,2000,2000,0
8577,130000,110922,113974,126194,17832,-3000,0,5000,15066,5007,0,3000,825,1
8578,130000,836,668,1017,1298,550,-286,668,1200,1300,964,1698,60549,1
8579,120000,119511,116086,117580,120041,80578,82280,3,4351,5000,3000,3000,3200,1
8580,110000,99353,90517,78484,74652,75251,75643,3500,3500,3000,3000,2870,3000,0
8581,20000,390,780,780,0,0,0,780,0,0,0,0,0,1
8582,30000,14697,17332,16770,18483,17888,19097,3200,0,2300,0,1500,0,1
8583,30000,33382,34547,35100,32859,32041,31262,2000,1500,0,1112,1175,2200,1
8584,360000,5344,9852,5137,4912,1150,0,9860,8537,4912,0,0,9294,0
8585,160000,2947,4593,6057,6519,7130,6578,2000,2000,1000,1000,0,2000,0
8586,220000,47588,47721,31027,31807,33966,33288,1479,1820,1600,2688,0,1500,1
8587,50000,11391,8081,16297,1000,0,0,1286,10048,1003,0,0,0,0
8588,20000,18292,17710,17137,19830,19240,18419,0,0,3000,0,0,2000,1
8589,360000,3355,5865,3300,6290,8220,28410,5865,3300,6290,8220,28410,4845,0
8590,90000,92464,91709,92412,91297,91790,91377,3600,4331,3218,3613,3300,3519,0
8591,50000,11014,11092,692,1184,24119,24027,1402,694,1186,34029,1002,1023,0
8592,140000,114133,122191,128069,103319,105702,108619,10000,8000,5000,4000,4520,6000,1
8593,180000,114952,117567,119314,120882,117450,120398,6000,5100,5000,0,5000,5000,1
8594,100000,99184,99340,64054,59014,55249,47645,3000,3039,3315,3000,3000,3000,1
8595,70000,41264,41799,37887,37876,6736,4162,2112,1200,758,6736,0,0,0
8596,50000,25043,26411,27451,19431,19837,20232,1775,1815,695,719,724,750,0
8597,20000,45629,46661,47594,49281,18714,19162,2500,2400,2000,900,800,600,0
8598,20000,10489,8652,7143,6044,780,116,1222,1200,1004,780,116,806,1
8599,60000,0,0,15798,0,0,11688,0,15798,0,0,11688,0,0
8600,430000,89395,90052,90604,91200,92134,92834,3243,3200,3185,3500,3500,3420,0
8601,290000,294475,295310,290951,237255,241778,236917,12021,11212,8503,9047,9003,10014,0
8602,280000,278510,279845,0,189841,193313,192742,6996,0,189841,6022,6078,5300,1
8603,60000,54900,55948,55188,55960,56564,57464,1971,2000,2003,2003,2070,2140,1
8604,500000,131519,127055,122368,108543,93906,82288,6662,12105,8610,3555,4073,2666,0
8605,50000,31170,20413,13738,6326,1452,1612,2005,1206,1000,600,500,1000,0
8606,200000,7885,7613,9318,10297,17321,21263,0,2003,2063,8000,4033,2199,1
8607,50000,17355,5934,16637,4000,0,0,1000,24677,0,0,0,0,0
8608,390000,475934,308108,205228,185134,181949,136559,59324,6093,5411,6025,5000,3617,0
8609,160000,8030,8030,8030,19069,15359,10846,8030,8030,19069,5359,377,5877,1
8610,50000,26655,27724,28676,27990,28790,29399,1800,1750,900,1200,1200,1100,0
8611,30000,16484,17709,17141,20730,20116,19512,1800,0,4200,0,0,0,1
8612,100000,81839,82781,85536,90018,91151,89429,3200,5000,6800,3500,0,3400,1
8613,230000,761,300,399,665,576,613,300,399,665,576,613,520,0
8614,230000,0,0,0,0,0,0,0,0,0,0,0,0,1
8615,400000,7217,-507,-3,8067,1154,2061,0,1000,8070,1154,2061,0,0
8616,20000,15034,16285,20498,19509,20038,18982,1500,4500,0,1600,0,1000,0
8617,150000,116699,113358,124745,121249,124237,132252,0,14779,0,5000,10000,5000,1
8618,50000,32141,31350,30575,29784,31288,32634,0,0,0,2000,2000,0,1
8619,30000,-854,29393,27390,2390,780,24310,33404,1000,2390,0,48620,156,0
8620,280000,127928,127530,130168,131222,132758,135654,3000,6000,4500,5000,5000,5000,1
8621,50000,4064,5987,7719,8588,9291,11127,2000,2000,1000,1000,2000,2000,0
8622,560000,10501,69458,23445,105199,47519,73537,69803,23560,109726,48237,74014,19443,0
8623,120000,114647,114645,72188,42840,19860,390,5000,10000,4000,5000,390,780,1
8624,60000,4419,5683,6733,7662,8529,9884,1500,1300,1200,1000,1500,800,1
8625,230000,9360,9650,0,0,0,0,9650,0,0,0,0,0,0
8626,180000,0,0,0,0,653,0,0,0,0,653,0,0,0
8627,120000,24466,28255,27507,27952,31136,30486,4500,0,1200,3800,0,1500,0
8628,30000,22236,23574,24583,24915,25280,25791,1696,1705,1037,915,929,1097,0
8629,130000,19690,19085,18491,20579,19950,21625,0,0,2400,0,2000,0,1
8630,10000,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
8631,120000,26307,27361,28878,30428,31818,34293,1483,2000,2000,2000,3000,3000,0
8632,360000,64606,44466,40165,20733,12525,7482,5135,20856,103,12587,7518,6412,0
8633,110000,10817,10988,8033,7262,9612,6747,3000,0,2000,5000,0,1646,1
8634,50000,51671,50272,49293,47154,50069,50442,1928,1595,1526,13000,1569,2614,0
8635,20000,17776,18886,19551,18964,19676,20116,1700,1300,662,1000,747,602,0
8636,50000,26052,27631,29128,29707,28825,29022,2000,2000,2500,1033,1053,1034,0
8637,250000,2487,2487,2487,2487,2487,2487,0,0,0,0,0,0,1
8638,320000,21460,23412,25331,25741,26800,28817,3000,3000,1500,2000,3000,2000,0
8639,200000,1760,0,0,0,0,0,0,0,0,0,0,0,0
8640,20000,19018,18581,19864,20181,20210,20043,1327,2000,1000,710,1043,1000,0
8641,160000,766,766,766,766,0,27547,766,766,766,0,27547,20238,1
8642,100000,46202,47239,48258,49218,99677,51738,1784,1803,1763,1843,4654,2297,0
8643,110000,46335,45319,50030,48940,48026,55979,0,5800,0,0,8774,0,1
8644,20000,38391,20305,7992,13524,19320,8430,2608,2000,11200,9386,14500,10800,1
8645,120000,15234,8247,9624,20129,10388,13316,1137,1514,1069,278,3000,0,1
8646,120000,140,140,4836,3780,7501,3300,140,4836,4034,7501,3300,0,1
8647,180000,100534,102971,108232,108628,94416,178120,5364,8633,3600,0,3700,9603,0
8648,80000,2673,0,317,317,1521,1204,0,317,0,1204,0,0,0
8649,230000,35610,38701,35043,35678,36730,35994,3706,0,1513,1730,2000,9000,1
8650,320000,7500,8500,7500,7500,7500,7500,8500,7500,7500,7500,7500,7500,0
8651,250000,10735,19147,4192,5947,5453,0,19269,4192,5966,5453,0,0,0
8652,350000,19734,5338,3042,2418,2233,7176,3000,0,2500,0,5000,0,0
8653,200000,500,598,1946,11900,6344,4747,598,1950,11921,4,3,1201,1
8654,70000,35666,18116,18397,17262,24921,0,5000,17831,17262,15001,0,11672,0
8655,50000,14655,15688,13400,13596,13861,14255,1600,0,2000,2000,2000,2000,1
8656,150000,4301,8246,12865,817,1095,1393,4000,5064,821,1100,1393,3796,1
8657,290000,140599,143963,152434,156413,156189,144318,13010,11430,6900,5320,5232,4980,1
8658,500000,15776,17467,120972,117088,121283,117583,3004,106000,0,8008,78,10549,1
8659,360000,268112,263368,259969,255832,245462,250244,9429,8738,7017,7154,7073,7300,0
8660,90000,87235,88338,78994,50095,48987,49519,4000,2602,2000,3000,2000,5000,0
8661,330000,234447,202747,180566,182604,186415,190303,8903,7903,6418,6633,6852,6910,0
8662,150000,0,0,0,0,0,318,0,0,0,0,318,0,0
8663,50000,50148,50522,50073,49130,48658,0,2064,2005,1367,1700,0,0,0
8664,140000,139153,141383,140700,137365,137209,138934,6006,5000,5000,5120,5200,4800,0
8665,50000,7343,7969,8832,10931,11578,10547,1139,1002,13359,800,0,426,0
8666,80000,82074,79440,102872,49043,23962,23283,0,4300,0,1000,5000,1000,1
8667,50000,629,351,784,696,800,341,351,789,699,910,341,210,0
8668,50000,12661,13743,14777,12404,10777,16597,1600,1605,2000,500,6000,6000,1
8669,50000,46980,47809,49040,29662,28360,28831,1910,2141,1763,1161,1077,1167,1
8670,200000,-5,3465,3191,1873,90687,4577,3470,3191,0,90729,0,6266,0
8671,230000,1856,32254,4805,1600,4712,3466,32254,4819,1600,4712,3466,3199,0
8672,130000,114726,107602,106907,94152,96365,97413,20,4544,3200,3500,3585,2519,1
8673,50000,73302,65931,58773,58918,0,0,2500,2428,1423,0,0,0,1
8674,360000,-307,-307,-307,-307,-307,-307,0,0,0,0,307,0,1
8675,20000,9186,9459,10102,10452,10907,10400,1200,1200,500,1000,600,0,0
8676,180000,666,666,666,666,666,666,666,666,666,666,666,666,0
8677,80000,16413,12171,11554,7830,4305,5427,2160,1500,1218,311,1351,1000,1
8678,210000,1262,33414,1828,0,11854,30949,33414,1828,0,11854,30288,1460,1
8679,30000,8347,9560,9258,11096,11165,10837,1500,0,2000,392,0,2000,0
8680,50000,17961,18689,19284,19517,19193,18848,1700,1600,1200,1000,1000,1200,0
8681,100000,31786,34629,34189,36309,36916,36192,3680,400,3000,1500,0,3100,1
8682,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
8683,670000,88612,91137,99314,95292,63782,41114,5000,10000,4500,6000,1300,3000,0
8684,20000,10700,510,900,704,540,150,510,390,1094,2420,150,780,0
8685,140000,31367,29652,30178,20989,17125,14739,1614,10018,2009,1003,1017,1012,0
8686,40000,11770,4719,922,4665,4059,5588,4740,922,4665,4059,5588,7000,0
8687,30000,25107,26312,28102,29078,29201,24122,2000,3000,2000,1000,1500,1000,0
8688,280000,1863,869,262,1203,4,320,872,262,1203,150,470,1000,0
8689,10000,390,0,780,0,0,0,0,780,0,0,0,0,1
8690,280000,1280,2816,10802,23323,17041,282,2816,10802,13000,10041,282,7501,1
8691,300000,880,788,10742,1349,10522,0,788,10774,1353,10522,0,3376,1
8692,40000,21576,23242,21057,20746,20613,867,3000,0,1000,1062,1600,1542,0
8693,50000,52108,50445,42652,9965,9720,9951,52,2176,334,336,375,1000,0
8694,60000,46307,51232,50109,50979,52998,54264,6000,0,2000,3000,2300,2000,0
8695,110000,91538,84348,78925,49341,50289,44221,3354,2745,2341,1959,5000,3000,0
8696,140000,128947,106671,101362,87420,88774,81869,4039,7010,2359,7617,2760,2366,0
8697,180000,12275,6491,37424,0,5758,18091,6491,37433,0,5758,18000,1000,0
8698,20000,7326,7060,8240,9582,9279,9971,0,1296,1638,0,844,0,1
8699,220000,61614,45669,11086,4564,6549,6413,45889,11134,4578,6593,6440,12249,0
8700,20000,17312,17762,18814,19614,0,0,1500,1500,1000,0,0,0,1
8701,20000,14043,13266,14340,15301,14916,15515,1600,1600,1500,0,1000,500,0
8702,80000,9168,10522,10205,9898,10123,12034,1650,0,0,379,2091,1,0
8703,150000,99,99,0,1980,0,0,0,0,1980,0,0,0,0
8704,180000,0,199,199,580,0,0,199,0,580,0,0,0,0
8705,100000,70542,72400,74192,75660,77444,79154,3000,3000,2703,2998,3000,6100,0
8706,100000,0,0,0,0,0,0,0,0,0,0,0,0,1
8707,50000,50867,51486,48869,30115,29527,29998,1710,136,1206,2002,2005,3003,0
8708,250000,1170,1863,3100,2560,2580,3699,1863,3112,2950,2580,3699,0,0
8709,60000,56793,57455,59295,19212,19232,19218,2342,3057,700,700,682,700,0
8710,20000,11202,12228,12738,11207,6720,5071,1500,1005,0,511,1283,0,1
8711,260000,-34,6846,1479,173,6326,369,6880,1486,174,6357,370,2500,0
8712,60000,30781,25870,26964,27265,30329,24104,1505,1599,900,4500,0,1000,0
8713,180000,113647,52992,38394,30332,110824,99661,3000,3170,2000,100000,5000,4000,0
8714,50000,44865,46760,47390,44520,45310,44430,2923,1700,0,3500,0,2000,1
8715,240000,0,0,402,14350,14129,10222,0,402,14350,1129,1222,204,0
8716,60000,37788,39366,41531,42048,41241,44056,2500,3114,1496,0,3500,0,1
8717,30000,18830,0,0,0,0,0,0,0,0,0,0,0,0
8718,90000,81553,39759,29601,20650,0,0,2000,1396,1050,0,0,0,0
8719,160000,135233,130038,79027,6666,6666,6666,5600,3715,6666,6666,6666,6666,0
8720,150000,7310,4756,1919,8144,2969,8642,4756,1919,8144,2969,8642,0,0
8721,20000,10665,637,11869,7312,1868,1470,637,11869,7314,2274,1470,2200,0
8722,340000,49467,50551,53490,104477,54351,25346,1880,3819,2073,5264,2571,53860,0
8723,130000,119803,118737,113689,59473,-1518,-1518,5100,4600,3000,0,0,0,1
8724,50000,52354,52651,51056,49515,42189,19938,2211,0,2174,2000,6473,0,1
8725,40000,25561,26343,25635,28100,27352,27862,1500,0,2900,0,1100,2400,1
8726,30000,0,0,4990,4322,1955,980,0,4990,4322,1955,980,7490,0
8727,120000,88702,101498,104480,105280,106149,108381,14357,5500,4000,4100,4100,4200,1
8728,150000,32891,30930,28901,27587,25531,26586,5000,1650,2000,2000,3000,2000,0
8729,100000,97361,96265,49380,29152,28832,29949,4732,1500,1500,1500,1500,1964,1
8730,200000,80468,82874,84900,85758,87003,89112,4200,4100,3000,3400,3500,0,1
8731,50000,8917,8625,11475,10999,12311,11973,0,3000,0,1800,0,1950,1
8732,110000,2705,2487,2500,2500,0,0,2487,2700,2500,0,0,0,0
8733,20000,14034,15296,20035,19435,18835,18395,1500,5000,0,0,0,3000,1
8734,240000,0,0,0,0,0,1306,0,0,0,0,1306,0,1
8735,70000,-54,273,19,-254,-527,1096,600,19,0,0,1896,0,0
8736,330000,365672,346014,334826,265256,264516,264079,12350,12780,9400,20000,9610,10200,0
8737,500000,2450,1038,34741,20409,23804,22697,1100,35157,3000,5000,5000,5000,0
8738,50000,48187,48344,46895,49161,6690,5665,46895,1775,51209,428,5665,8745,1
8739,160000,0,0,0,0,0,0,0,0,0,0,0,0,0
8740,140000,67505,36772,38399,39131,39508,3441,2000,2400,2132,1617,515,2031,0
8741,60000,49808,48736,49525,57564,56517,81397,0,1900,8900,0,26000,2100,1
8742,100000,82609,81989,82466,78234,75615,76849,3106,3000,2805,2739,3085,2958,0
8743,360000,0,0,0,0,0,0,0,0,0,0,0,0,1
